"Missing?","GARDENID","2002 Settlement Decision","Current Name","Address","Fixed Address","Borough","Latitude","Longitude","Zip","Geocode Accuracy","Boro","CB","CD","Neighborhood","CrossStreets","YearFounded","Open_Hours","Approximate area or dimensions of garden (for example, 25 ft. x 100 ft or 2500 sq. ft.):","Garden Website","Languages_Spoken","Membership","NumberOfMembers","Waiting_List","Dues","Description","DescripSource","BeforeTheGarden","Land Jurisdiction","Grows Food","PercentEdible","Used by growers","Donated","Sold","Sold at a Market","OtherFoodUse","Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet","Honeydew","Cantaloupe","Sweet Peppers","Jalapeño","Habañero","Cayenne","Turnip","Pumpkin","Carrot","Garlic","Parsnip","Potato","Artichoke","Asparagus","Cabbage","Brussell Sprouts","Cauliflower","Celery","Beans","Eggplant","Peas","Scallion","Hardy Kiwi","Grape","Currant","Elderberry","Blackberry","Gooseberry","Strawberry","Blueberry","Rhubarb","Watermelon","Raspberry","Corn","OtherVeggie","Amaranth","Arugula","Bok Choy","Chard","Collard","Endive","Kale","Lamb's Quarters","Lettuce","Mache","Spinach","Mesclun","Other (please specify)","Peach","Cherry","Apple","Apricot","Nectarine","Mulberry","Plum","Fig","Pear","Crabapple","OtherFruitTree","Basil","Chamomile","Chive","Comfrey","Cilantro","Dill","Echinacea","Epazote","Fennel","Horseradish","Lavender","Lemongrass","Lleva buena","Marjoram","Mint","Oregano","Parsley","Sage","Thyme","OtherHerb","Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs","Native Plant Garden","Water Garden","OtherNonEdible","CurrentCompost","PastCompost","FutureCompost","CompostNotes","CompostGardenMembersOnly","CompostGardenMembers & neighborhood residents","CompostPublic","CompostParticipationNotes","Toolshed","Greenhouse or Hoop House","Chicken Coop","Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill","Playground","Mural","Table(s)","Sculpture(s)","Stage","CompostingToilet","OtherStructures","Fence","OtherFence","Pond","Water Pump","Fish","Other Aquatic Life","OtherWaterBody","ConstructionNotes","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts","Sports","Religious Activities","Private Events","Farmers' Markets","NoEvents","OtherEvents","CanRent","Members only (no non-members can rent garden)","Members and non-members can rent","Reservation only","Reservation & rental fee","InformalRent","If there is a rental fee, please indicate flat/hourly rate:","PartnersWSchool","Please list any partnering schools:","School garden/plot","School Educational events","School Regular visits by classes","In-school workshops","School Nothing yet, but we would like to","SchoolNotes","PartnersWCommGrp","Comm Garden workshops","Comm Off-site workshops","Comm Educational events","Comm Nothing yet, but we would like to","CommOther","PartnerGroup","HostsVolunteers","RandomNotes"
TRUE,1348,"NYC Dept. of Parks & Recreation Open Space","400 Montauk Avenue Block Association (Ismael Vega y Amigos)","S/W/C of New Lots Ave. & Montauk","New Lots Ave. & Montauk Ave","Brooklyn",40.668961,-73.876647,11208,"Fixed by Eric",3,5,42,"East New York",,,"M-Sun 9:00am-5:00pm",,,,"speak to contact person",0,"no","no","400 Montauk Avenue Block Association relocated from around the corner to United Garifuna Association.","CENYC 2007",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,1128,"Subject to Development","64th Street Community Garden","373 64th Street","373 64th Street","Brooklyn",40.638690,-74.020917,11220,"RANGE_INTERPOLATED",3,7,38,"Sunset Park",,,"SAT-SUN: 10-5PM",,,"Spanish, Chinese","speak to contact person",30,"no","no","No description available",,,"DOT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,136,"NYC Dept. of Parks & Recreation Open Space","6BC Botanical Garden","624-628 E. 6th Street","624-628 E. 6th Street","Manhattan",40.723958,-73.980396,10009,"RANGE_INTERPOLATED",1,3,2,"East Village",,,"SUN: 1-4PM, W: 6-DUSK",,,,,60,"No","yes","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,65,"NYC Dept. of Parks & Recreation Open Space","6th Street & Avenue B Garden","78-92 Ave. B","78-92 Ave. B","Manhattan",40.724315,-73.982030,10013,"RANGE_INTERPOLATED",1,3,2,"East Village",,,"SAT-SUN: 1-6PM",,"http://www.6BGarden.org","Spanish, French, Bengali, Japanese","get on waiting list and work a certain number of hours",100,"yes","yes","We are a volunteer run community garden located in the East Village for over 20 years. Please come and visit us during our open hours or during one of our many special events. We have over 100 active members and their hard work is there for all to enjoy.",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,365,"Offer for Preservation","700 Decatur Street Block Association","43-47 Hopkinson Avenue","43-47 Hopkinson Avenue","Brooklyn",40.683734,-73.914376,11233,"ROOFTOP",3,16,41,"Bed-Stuy","Decatur St and Thomas Boyland St",1997,"MTWRFS 8am-1pm","3 lots - 6,500 sq ft approx",,"English, Hindi, Spanish","Introduced by members",16,"Yes","No","Garden was covered by brick from a burned-down building. Gradually it was cleared and had a few beds. Now it has over fifty beds and over 16 active members. The garden has a metal shed in which tools and other garden items are stored. Garden has a small house with a deck.","GrowNYC Community Garden Survey 2009/2010","Abandoned Building  ","NYC Dept. of Parks & Recreation","Yes","51-75%","Used by growers",,,,"Given to public who ask","Tomato","Onion",,"Summer Squash","Winter Squash","Cucumber","Broccoli",,"Beet","Honeydew","Cantaloupe","Sweet Peppers","Jalapeño",,"Cayenne","Turnip","Pumpkin","Carrot",,,"Potato",,,"Cabbage",,"Cauliflower","Celery","Beans","Eggplant","Peas","Scallion",,,,,,,,,,"Watermelon",,"Corn",,,,"Bok Choy",,"Collard",,"Kale",,"Lettuce",,"Spinach",,,,,,,,,,,,,,"Basil",,,,,,,,,,,,,,"Mint",,,"Sage","Thyme",,,,"Botanical Garden",,,,,"No","No","Yes",,,,,,"Toolshed",,,"Seating Area",,,"Raised Beds",,"Pathways",,,,"Table(s)",,,,"New 12'x10' building with deck","Chain Link",,,,,,,,,,,,,,"Barbecues",,,,,,,,"No",,,,,,,"No",,,,,,"Nothing yet, but we would like to",,"No",,,,"Nothing yet, but we would like to",,,"No",
TRUE,205,"Subject to Development","811 and Friends Association","809 Courtland Ave.","809 Courtland Ave.","Bronx",40.823053,-73.916719,,"Fixed by Eric (9/8)",2,1,17,,,,"M,W,Th 8:00am-12:00pm",,,,"Ask at Garden,",10,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,5084,,"8th Avenue Garden","Frederick Douglass Blvd","Frederick Douglass Blvd","Manhattan",40.827255,-73.938744,,"Fixed by Eric (9/8)",1,10,7,,,,,,,,,,,,,,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,63,"Offer for Preservation","97th Street Block Association","33-28 97th Street","33-28 97th Street","Queens",40.748386,-73.867966,11417,"RANGE_INTERPOLATED",4,3,21,"Corona","Northern Blvd. & 34th Ave",1979,"Monday 8-9am, 4-6pm. Tues 8-9am, 11am-12pm. Wed 8-10am, 1-2pm. Thurs 8-9am, 10am-12pm. Fri 8-11am. Sat 8-10am, 11am-1pm","2500 sq ft",,"English, Spanish","Call the phone number on our sign, attend garden meetings, meeting flyers",10,"Yes","Yes","The garden is located in a residential neighborhood, which was formerly a vacant lot for many years with much debris. The garden is situated on a narrow plot - 25 x 100 ft. Gardeners have raised beds in the center of the plot and regular beds on either side of the garden. It took at least two years to make the soil ready and viable for a growing garden. Gardeners are members of the 96-104th Streets Block Association and they all live in the Corona communities. They love their garden and love to grow vegetables. Gardeners offer tours during the growing season. They also have Open House, plan the menu for refreshments which are available free of charge to visitors, block association members and friends, and people passing by. Garden is open until Oct 31st. ","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","51-75%","Used by growers","Donated",,,,"Tomato",,"Radish","Summer Squash",,"Cucumber","Broccoli",,"Beet",,,"Sweet Peppers","Jalapeño","Habañero",,"Turnip",,"Carrot",,,,,,"Cabbage",,,"Celery","Beans","Eggplant","Peas","Scallion",,,,,,,"Strawberry",,,,,"Corn","lima beans",,,,,"Collard",,,,"Lettuce",,,,,,,,,,,,,,,,"Basil",,,,,,,,,,,,,,"Mint",,"Parsley","Sage",,,,,,"Shrubs",,,,"Yes",,,,"Garden members only",,,,,,,,,,"Raised Beds","Rainwater Catchment System",,,,,,,,,,"Chain Link",,,,,,,"Plan to have a tool shed in the future",,,,,,,,,,,,,"None",,"No",,,,,,,"No",,,,,,,,"No",,,,,,,"No","GreenThumb Organization is great - support service - offer information to gardeners - sponsor annual Grow-Together, Harvest Festival which inspires gardeners with information and more. Yes - we need a tool shed so we won't have to carry tools. Also, it can store a few chairs. Currently, we leave a few chairs in the garden and pray that no one takes them."
FALSE,33,"NYC Dept. of Parks & Recreation Open Space","9th Street Community Garden & Park","144 Avenue C / 703 E. 9th Street","144 Avenue C / 703 E. 9th Street","Manhattan",40.725317,-73.977935,11211,"ROOFTOP",1,3,2,"East Village","Ave C between 9th and 10th",1977,"F 5pm-9pm, SSu 12pm-6pm","140 ft x 140 ft (amost 1/2 acre)","http://www.myspace.com/9ccommunitygarden","English, Portuguese, Spanish","Call the phone number on our sign, attend garden meetings, come to monthly work parties",25,"No","Yes","The 9th Street Community Garden began when Augustine (Nin) Garcia started growing vegetables on a vacant lot on the corner of 9th Street and Avenue C. He and other volunteers cleared away garbage and rubble, and gradually the garden expanded as abandoned buildings around the new garden burned or were torn down. The garden is large and very well planted, with a grape arbor, fish pond, casita, brick pathways and dozens of trees, including cherry, peach and pear trees and a huge weeping willow. It is a community center without walls, providing natural, spiritual and practical support to a diverse neighborhood. Because it is one of the largest and oldest gardens, we have a great diversity of mature trees, making this garden a tranquil and shady spot. It is horticulturally oriented, with many unique and unusual plants, and has been landscaped to offer peace and privacy for visitors.","GrowNYC Community Garden Survey 2009/2010","Abandoned Building,  Vacant Lot","NYC Dept. of Parks & Recreation","Yes","0-25%","Used by growers","Donated",,,,"Tomato","Onion","Radish","Summer Squash",,"Cucumber",,,,,,"Sweet Peppers","Jalapeño",,,,,,,,,,,,"Brussell Sprouts",,,"Beans","Eggplant",,,"Hardy Kiwi","Grape",,,,,,,"Rhubarb",,,,,"Amaranth","Arugula",,"Chard","Collard",,,"Lamb's Quarters",,,,,,1,1,,1,,,,1,,,,"Basil",,"Chive",,"Cilantro",,"Echinacea",,,,"Lavender",,,,"Mint","Oregano","Parsley","Sage","Thyme",,"Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs",,"Water Garden","Pond, Japanese garden, Rock garden, cactus garden,","Yes","Yes","Yes",,"Garden members only",,,,"Toolshed",,,"Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill","Playground",,"Table(s)","Sculpture(s)",,,,"Chain Link",,"Pond","Water Pump","Fish","Other Aquatic Life","""stream"" in addition to the pond, as part of the Japanese garden",,"Workshops",,,"Picnics","Performance","Educational Events","Barbecues","Concerts",,,"Private Events",,,,"Yes",,"Members and non-members",,"Reservation & rental fee",,"Donation (no mandatory fee) depends on use","Yes","Formally: Bank Street  Informally: Several neighborhood schools regularly bring classes by for lectures/tours","School garden/plot",,"Regular visits by classes","In-school workshops",,,"Yes",,,,,"Tours of the garden for senior citizens housing center",,"Yes",
TRUE,394,"Subject to Development","A Better Community Garden","762-764 Herkimer Street/13-21 Hunterfly Place","762-764 Herkimer Street/13-21 Hunterfly Place","Brooklyn",40.677565,-73.928049,11233,"ROOFTOP",3,3,41,"Stuyvesant Heights",,,"M,W 4:00-6:00pm; F 5:00-8:00pm",,,,"Attend Meetings, get on waiting list, hold events and host open hours",30,"yes","Yes","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x",,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,412,"Subject to Development","A. Badillo Community Rose Garden","924 Melrose Ave./410 E. 163rd Street","924 Melrose Ave./410 E. 163rd Street","Bronx",40.825328,-73.912813,10451,"RANGE_INTERPOLATED",2,3,16,"Melrose",,,"TUES-FRI: 7-8PM; SAT-SUN: 3-6PM",,,"Spanish","speak to the contact person",55,"no","no","Dozens of roses fill this garden, with a sundeck in the center surrounded by  weeping willows, apples, plums, blackberries, blue spruce trees, and much  more. Gardeners enjoy a picnic table and benches they use for birthday parties,  barbeques, and occasional Appreciation parties for the members. ","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,"x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,5085,,"Aberdeen Street Community Garden",,,"Brooklyn",40.682388,-73.905586,,"Fixed by Eric (9/8)",3,4,37,"Hamilton Heights","Bushwick Ave",1999,,11040,"http://www.nyrp.org/communitygarden.",,,1,,,,"GrowNYC Community Garden Survey 2009/2010","English, Spanish","NYC Dept. of Parks & Recreation","No","0-25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shade Trees",,,,,,,"Yes","Yes","Yes",,,"Garden members & neighborhood residents",,,,,,,,,,,"Pathways",,,,,,,,,"Iron",,,,,,,,,,,,,,,,,,,,"None",,"Yes",,"Members and non-members",,,,,"No",,,,,,,,"No",,,,"Nothing yet, but we would like to",,,"No",
FALSE,5086,,"Abib Newborn",,,"Brooklyn",40.659763,-73.906113,,"Fixed by Eric (9/8)",3,16,42,,"Lott and Riverdale",2008,"MW 9am-12pm, S 8am-12pm","100' x 100'",,"English",,12,,,"Currently, approximately 20% of the garden is cultivated with landscape-type perennials and vegetables.  Rainwater is collected in a 1000-gallon tank which was installed during the first season (Summer 2008) by Lenny Librizzi of CENYC.  The water from the roof of Imperial Paper Company is more than enough to supply the garden's watering needs.  GreenThumb installed a greenhouse in 2008 and a storage unit as well.  2009 saw the introduction of a beehive and the first full season for vegetable production.  Expansion to at least double this year's food production is planned for 2010.","GrowNYC Community Garden Survey 2009/2010",,"NYC Dept. of Parks & Recreation","Yes","0-25%","Used by growers",,,,,"Tomato",,"Radish",,,,,,,,,"Sweet Peppers",,,,,"Pumpkin",,,,,,,"Cabbage",,,,"Beans","Eggplant",,,,,,,,,,,,,,,,,,,"Chard","Collard",,"Kale",,"Lettuce",,"Spinach",,,,,,,,,,,,,,"Basil",,"Chive",,,,,,,,,,,,"Mint",,,"Sage","Thyme",,,"Ornamental Plantings and Flowers",,,,,,"Yes","No","Yes",,"Garden members only",,,,"Toolshed","Greenhouse or Hoop House",,"Seating Area",,,"Raised Beds","Rainwater Catchment System",,,,,,,,,,"Chain Link",,,,,,,"Shade structure is needed","Workshops",,,,,"Educational Events",,,,,,,,,"No",,,,,,,"No",,,,,,,"Conversations have begun to include a nearby school (PS 41K) in garden activities.  During Summer 2009 the garden was a worksite for Summer Youth Employment Program.  We plan to improve on participation next summer.","Yes",,,,"Nothing yet, but we would like to",,"Community Partners Coalition Alliance (CPCA)","Yes","Grant writing help."
TRUE,17,"This Garden not included in Settlement","Albert's Garden","16-18 E. 2nd Street","16-18 E. 2nd Street","Manhattan",40.725397,-73.990981,10003,"ROOFTOP",1,3,2,"East Village",,,"Daily: 3:30-5:30PM",,,,"get on waiting list and speak to contact person",20,"no","yes","Started in 1971 this unique Manhattan garden is an ideal spot for travelers, commuters and visitors to take a break.  This garden is open to any area children interested in learning horticulture.  The Bowery Group frequently sends volunteers to help prune and plant.  The garden has also hosted ceremonies and celebrations for area residents.  This garden has the support of community board three to remain a permanent garden site. ","Neighborhood Treasures for Sale 115 Community Gardens for Sale at New York City Public Auction, May 13, 1999.",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,"x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,180,"Offer for Preservation","All People's Church of the Apostolic Faith","149 Tompkins Avenue","149 Tompkins Avenue","Brooklyn",40.694273,-73.946067,11206,"RANGE_INTERPOLATED",3,3,36,"Bed-Stuy",,,"M,W 5:00-8:00pm; F 5:00-8:00pm; Sat 4:00-8:00pm",,,,"speak to contact person",7,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,54,"This Garden not included in Settlement","All People's Garden, Inc.","293-295 East 3rd Street","293-295 East 3rd Street","Manhattan",40.721288,-73.979635,10009,"RANGE_INTERPOLATED",1,3,2,"East Village","Avenues, C & D",1978,"MTWRF 10am-5pm, S 10am-2pm, and open for special pre planned functions for garden members or community residents on Saturday or Sundays","45.67 Ft x  96.17 ft.",,"English, Russian, Spanish","Call the phone number on our sign, attend garden meetings",9,"No","No","Started like most gardens, it was started by Ms. Olean to help to eliminate the blight and drugs used on the block. Today it is botanical in nature with mostly perennials and seasonal annuals. The garden has paved paths of bricks and a performance stage.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot, drug storage","TPL","Yes","0-25%",,"Donated",,,"Given to community residents ( Peppers, and Tomatoes)","Tomato",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raspberry",,"Peppers",,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,"Mint",,,,,,"Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs",,,,"No","Yes","Yes","Just located our compost box covered in weeds during our reclamation of the rear section of the garden this summer",,,,,"Toolshed",,,"Seating Area","Gazebo/Casita","Educational Signs",,,"Pathways","Grill",,"Mural","Table(s)",,1,,,"Other (please specify)","Chain link at the rear, and iron in the front (street side)",,,,,,"All structures are in excellent condition from rehabilitation conducted in 2004. Additional renovation of the rear and side yards was just completed under a grant from the Greemacre foundation.","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts",,,"Private Events",,,,"Yes",,"Members and non-members","Reservation only","Reservation & rental fee","Informal","$150 per day, with $50.00 as a deposit","Yes","Lower East Side Girls Club  Little Missionary Day Nursery",,,"Regular visits by classes",,"Nothing yet, but we would like to","Would like to if contacted by additional schools","No",,,,"Nothing yet, but we would like to","Individuals from senior centers in the proximity of the garden are members of the organization",,"Yes",
FALSE,848,"NYC Dept. of Parks & Recreation Open Space","Amazing Garden","261-265 Columbia Street","261-265 Columbia Street","Brooklyn",40.683057,-74.003341,11231,"ROOFTOP",3,6,39,"Red Hook","Columbia & Carroll Streets",1996,"W 9am-6pm, SSu 10am-6pm","Approx. 60 ft x 75 feet",,"English","Call the phone number on our sign, attend garden meetings",30,"No","No","Garden was greated over two years by neighbors hauling out the debris from three demolished homes, finding clean fill, and initally making our own raised beds for the communal garden. After two years we began working with Green Thumb who assisted our ongoing work with supplies and materials and assisted us in transferring the lot to the Parks Dept. Newly installed water tank thanks to GrowNYC! The garden is a friendly place to hang out, and is split between communal garden and 16 raised beds for growing vegetables or flowers.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","26-50%","Used by growers",,,,,"Tomato",,"Radish",,,"Cucumber",,,,,,"Sweet Peppers",,,,"Turnip",,,"Garlic","Parsnip",,,,,,,,,,,"Scallion",,"Grape",,,,,"Strawberry",,,,,,"not about to survey each bed",,"Arugula",,"Chard","Collard",,"Kale",,"Lettuce",,,,"see above",,1,,,,,,,,,,"Basil",,"Chive",,"Cilantro","Dill",,,"Fennel",,"Lavender",,,"Marjoram","Mint","Oregano","Parsley","Sage","Thyme","lots of different herbs!!","Shade Trees","Ornamental Plantings and Flowers",,,,,"what garden members want to plant","Yes","Yes","Yes","compost garden waste only  (plants, grass etc)","Garden members only",,,"we compost dead  and pruned plants, grass etc. from garden only","Toolshed",,,"Seating Area",,,"Raised Beds","Rainwater Catchment System",,"Grill",,,"Table(s)",,,,"compost area for garden waste","Iron",,,,,,,"structures are fine - no plans for new contruction",,,"Movies","Picnics",,,"Barbecues",,,,,,,"network with local garden (Human Compass) which offers educational/arts & crafts program for children during the summer months","No",,,,,,"We do not allow private parties, people do host birthday parties etc in garden for $20. for 3-4 hours but the events can not be exclusive","No",,,,,,,,"No",,,,,,"local neighborhood groups use garden for large meeting but there is no fee.","Yes","not to have to fill out long surveys"
TRUE,305,"Offer for Preservation","Amboy Street Garden","199 Amboy Street","199 Amboy Street","Brooklyn",40.665600,-73.913298,11212,"ROOFTOP",3,16,41,"Brownsville",,,"M-Sun 8:00am-5:00pm",,,"Spanish","speak to contact person",30,"No","No","Ornamental trees and shrubs, lawn, vegetable and flower beds. Benches, picnic tables, BBQ area with wrought iron fencing & play space for children.  Dedicated by Mayor Ed Koch in 1984, this PLANT  A LOT sponsored community garden and playground has been providing recreational play space for the Amboy Day Care Center children for nearly 20 years.",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x","x",,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,324,"Offer for Preservation","American Heart","122 Hart Street","122 Hart Street","Brooklyn",40.693155,-73.946700,11206,"ROOFTOP",3,3,36,"Bed-Stuy",,,"M-Sun 9:00-11:00am, 3:00-6:00pm",,,,"speak to contact person",13,"No","No","The Summer Youth of Magnolia Tree Earth Center verified  that this lot is a Community Garden during Summer 2000 & 2001 City-Wide Community Garden Mapping Project.",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x","x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,1361,"This Garden not included in Settlement","Ancient Order of Gardeners","1550 Hendrickson Street","1550 Hendrickson Street","Brooklyn",40.619572,-73.935297,11234,"ROOFTOP",3,18,46,,,,,,,,,0,,,"No description available",,,"Private",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x","x",,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,139,,"Angie Lee-Gonzalez and Luis Gonzalez Garden","1768 Bryant Ave.","1768 Bryant Ave.","Bronx",40.836674,-73.884656,10460,"ROOFTOP",2,3,15,"Crotona Park-East",,,"M-F: 2-5PM, SAT-SUN: 10-5PM",,,,"Ask at Garden,",10,"no","no","Ornamental trees and shrubs, wrought iron fencing pathways and vegetable garden. This PLANT - A LOT sponsored community garden was first opened in 1984 with technical and material assistance from the Council on the Environment of New York City.",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,"x","x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,998,"This Garden not included in Settlement","Anthony Avenue Garden","2078 Anthony Ave.","2078 Anthony Ave.","Bronx",40.852867,-73.901547,10457,"ROOFTOP",2,5,14,,"Burnside and 180th Street",1997,"MTWRF 8am-12pm, SSu 7am-6pm","25ft x 100ft",,"English, Spanish","Call the phone number on our sign, attend garden meetings",17,"No","Yes","Flowers and Vegetable garden.","GrowNYC Community Garden Survey 2009/2010","Abandoned Building,  Vacant Lot, Yard","TPL","Yes","26-50%","Used by growers","Donated",,,,"Tomato","Onion","Radish","Summer Squash",,"Cucumber",,,,,,"Sweet Peppers","Jalapeño","Habañero","Cayenne",,,"Carrot",,,,,,,,,"Celery","Beans","Eggplant",,"Scallion",,"Grape",,,,,"Strawberry",,"Rhubarb",,,,,,"Arugula",,,"Collard",,"Kale",,"Lettuce",,,,,,,,,,,,,,,,"Basil","Chamomile","Chive",,"Cilantro","Dill",,,"Fennel",,"Lavender",,,,"Mint","Oregano","Parsley","Sage","Thyme",,"Shade Trees",,"Botanical Garden","Shrubs",,,,"Yes","Yes","Yes",,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area","Gazebo/Casita",,"Raised Beds",,"Pathways","Grill",,,"Table(s)",,,,,"Iron",,,"Water Pump",,,,,"Workshops","Arts & Crafts",,"Picnics",,"Educational Events","Barbecues",,,,"Private Events",,,,"No",,,,,,,"No",,,,,,,,"Yes","Garden workshops",,"Educational events",,,,"No",
